25000,-8506.217242,-7232.212175,-7371.293820,11.403181,11.339378,8.864877,108,98,126
25010,-10093.688028,-7192.864017,-7385.396530,10.470906,10.826741,8.864877,134,102,126
25020,-8467.189889,-7361.606326,-7360.655728,10.556074,10.613013,8.864877,118,107,126
25030,-8152.042026,-7321.720497,-7361.508462,10.568722,10.961360,8.864877,112,104,126
25040,-8591.998962,-7379.393824,-7367.001549,10.735698,10.377692,8.864877,118,108,126
25050,-9290.083957,-7206.069208,-7363.758788,11.778192,10.089107,8.864877,114,108,126
25060,-9511.888970,-7404.838479,-7369.275527,10.522477,11.264933,8.864877,130,102,126
25070,-8909.425746,-7087.443243,-7357.028710,11.277460,10.386086,8.864877,113,105,126
25080,-9865.125446,-7189.325551,-7361.955174,9.686256,11.119313,8.864877,145,101,126
25090,-7901.961406,-7402.801183,-7367.529764,8.747066,9.756801,8.864877,128,118,126
25100,-8210.564976,-7262.205483,-7378.602935,11.661547,11.211271,8.864877,105,99,126
25110,-10386.395009,-7317.859831,-7377.452093,12.295150,9.955023,8.864877,121,112,126
25120,-9573.673305,-7261.882249,-7378.108193,9.738508,9.784157,8.864877,138,110,126
25130,-10114.025664,-7171.642972,-7354.055636,9.465146,10.571674,8.864877,149,102,126
25140,-9618.944913,-7218.242686,-7363.943970,10.951823,9.519133,8.864877,124,115,126
25150,-9002.925398,-7342.185913,-7377.667040,11.022698,10.338782,8.864877,116,109,126
25160,-9409.355337,-7354.133850,-7380.993309,10.224494,10.372130,8.864877,130,108,126
25170,-9178.113185,-7593.535833,-7362.400377,10.678157,9.144326,8.864877,119,121,126
25180,-10635.332688,-7404.885376,-7376.881589,11.136923,10.888782,8.864877,134,108,126
25190,-9721.887663,-7547.223682,-7363.952461,10.976100,9.725807,8.864877,125,113,126
25200,-8773.987751,-7299.045255,-7363.433152,11.484591,10.530028,8.864877,110,108,126
25210,-9297.371831,-7517.493263,-7373.439239,10.491362,9.882624,8.864877,128,115,126
25220,-8080.082321,-7205.223801,-7349.950766,10.191354,11.156198,8.864877,116,101,126
25230,-7176.318157,-7326.750584,-7388.731760,11.509239,10.254293,8.864877,92,110,126
25240,-9399.963371,-7517.510243,-7364.560701,11.307553,10.621716,8.864877,119,109,126
25250,-10369.801460,-7437.074893,-7369.703947,10.142277,10.441095,8.864877,149,108,126
25260,-8619.314456,-7089.407663,-7363.140461,10.631352,10.255665,8.864877,118,109,126
25270,-7955.955742,-7274.794259,-7348.402104,10.529162,10.073330,8.864877,110,111,126
25280,-9867.184433,-7429.963119,-7365.058679,10.647216,11.267955,8.864877,133,101,126
25290,-9624.765795,-7304.986737,-7371.928252,9.230065,9.723811,8.864877,144,115,126
25300,-9467.271109,-7323.342709,-7370.551722,11.950524,10.949248,8.864877,115,105,126
25310,-9771.978265,-7471.631056,-7348.479544,12.260683,10.541531,8.864877,115,111,126
25320,-9431.796379,-7451.633542,-7369.521613,11.004457,11.076811,8.864877,123,102,126
25330,-8390.161651,-7181.714626,-7383.253366,9.674159,9.406001,8.864877,120,113,126
25340,-9393.738660,-7289.082443,-7369.661935,11.238562,10.263772,8.864877,121,108,126
25350,-10538.921166,-7459.191691,-7360.937580,12.347364,9.640152,8.864877,122,115,126
25360,-9597.472052,-7441.394566,-7374.975784,10.259614,9.686716,8.864877,136,115,126
25370,-10567.260879,-7272.945890,-7382.304344,10.163847,10.147978,8.864877,146,108,126
25380,-10035.342828,-7450.956758,-7348.322873,11.557539,9.501650,8.864877,124,118,126
25390,-8643.454657,-7249.716389,-7372.467229,11.667646,10.080065,8.864877,108,108,126
25400,-9721.051508,-7354.467108,-7360.756977,10.660786,10.173751,8.864877,135,113,126
25410,-9039.607914,-7586.474121,-7379.904494,11.294015,9.992203,8.864877,115,113,126
25420,-10326.924521,-7290.629209,-7367.615916,9.644439,10.600889,8.864877,150,106,126
25430,-8407.093237,-7246.983372,-7381.294922,10.796470,10.513853,8.864877,111,106,126
25440,-9439.718241,-7282.873961,-7370.001845,11.843515,10.563041,8.864877,112,106,126
25450,-9468.288502,-7257.220974,-7363.679146,10.083755,10.937927,8.864877,135,102,126
25460,-9571.434750,-7362.423048,-7356.336602,11.001822,10.631518,8.864877,128,106,126
25470,-9613.220214,-7468.289177,-7368.031603,10.210255,10.010886,8.864877,137,116,126
25480,-9913.609531,-7361.684197,-7364.165099,12.126777,9.532533,8.864877,118,119,126
25490,-11145.222076,-7442.566408,-7360.145664,11.638243,10.703664,8.864877,139,109,126
25500,-10620.430046,-7292.734835,-7353.366160,12.596619,10.080462,8.864877,125,109,126
25510,-8395.081863,-7427.163698,-7365.269071,9.591821,10.104315,8.864877,122,114,126
25520,-10339.419464,-7405.579958,-7362.997369,9.321149,10.208095,8.864877,156,115,126
25530,-6942.595079,-7194.393973,-7372.307925,10.709750,11.030972,8.864877,96,101,126
25540,-9366.118948,-7513.378191,-7370.517000,11.855815,9.434667,8.864877,114,118,126
25550,-9174.788021,-7239.760831,-7362.707057,12.670278,10.524622,8.864877,105,105,126
25560,-10894.406586,-7355.374281,-7374.860481,11.308525,9.711787,8.864877,136,116,126
25570,-9210.829761,-7517.319724,-7380.698450,9.714880,10.453035,8.864877,132,110,126
25580,-8564.141041,-7326.446089,-7363.069873,11.105580,10.766148,8.864877,110,104,126
25590,-9520.112118,-7202.478051,-7351.362827,11.834358,9.894921,8.864877,113,108,126
25600,-9593.748214,-7446.923413,-7348.312992,11.077057,10.131536,8.864877,122,112,126
25610,-8860.533752,-7571.197978,-7379.890572,10.077595,10.279820,8.864877,127,110,126
25620,-8583.801308,-7255.818421,-7380.987089,10.728932,10.205582,8.864877,113,107,126
25630,-9816.518198,-7286.709607,-7371.005854,10.890506,10.059525,8.864877,121,109,126
25640,-11306.644815,-7407.845483,-7372.249019,11.120102,10.051006,8.864877,141,114,126
25650,-10950.936610,-7421.000610,-7353.927936,10.258292,11.537046,8.864877,150,99,126
25660,-9657.413576,-7356.124675,-7370.485820,10.846774,10.044146,8.864877,126,112,126
25670,-10063.818561,-7333.826122,-7366.140759,11.175247,10.856833,8.864877,125,102,126
25680,-9326.291777,-7214.748502,-7373.911161,11.742647,10.324800,8.864877,117,105,126
25690,-9491.341601,-7310.580255,-7375.588457,11.332855,10.216723,8.864877,119,109,126
25700,-9791.984317,-7289.569880,-7372.508563,10.826745,10.622161,8.864877,130,104,126
25710,-7788.881903,-7326.629530,-7367.339621,11.238063,10.726047,8.864877,102,105,126
25720,-10176.921576,-7428.440361,-7362.878936,11.293557,9.592232,8.864877,126,115,126
25730,-8598.657139,-7289.042319,-7367.228915,10.785057,9.566583,8.864877,113,114,126
25740,-10085.335110,-7367.806248,-7352.401422,11.647254,10.287497,8.864877,126,106,126
25750,-8748.842168,-7454.516803,-7354.488676,10.831527,9.951050,8.864877,119,116,126
25760,-8842.742349,-7431.529298,-7353.357140,12.363976,10.100503,8.864877,102,111,126
25770,-10273.769813,-7374.282516,-7385.276532,11.928053,9.963222,8.864877,122,112,126
25780,-9325.381153,-7438.088249,-7364.176388,10.557927,10.187000,8.864877,123,108,126
25790,-10635.287207,-7357.172787,-7363.604854,10.406059,10.944161,8.864877,140,101,126
25800,-10133.766981,-7312.200835,-7362.898152,10.325370,9.447579,8.864877,140,118,126
25810,-8313.504522,-7463.682875,-7365.558584,11.187428,9.374374,8.864877,104,119,126
25820,-8413.651255,-7591.790754,-7378.859916,10.855144,9.559549,8.864877,112,119,126
25830,-9592.746684,-7338.508375,-7374.342688,11.327690,10.523550,8.864877,123,111,126
25840,-8096.996376,-7350.306263,-7358.147860,11.184107,10.161909,8.864877,107,114,126
25850,-9998.366038,-7417.921499,-7352.091984,11.152632,10.078668,8.864877,131,113,126
25860,-10655.648890,-7471.650377,-7373.883158,10.858267,10.079126,8.864877,143,113,126
25870,-10522.466084,-7361.010430,-7374.572721,10.401635,9.990651,8.864877,141,112,126
25880,-8702.710602,-7286.417814,-7368.772091,11.138020,10.734968,8.864877,113,105,126
25890,-7817.643549,-7178.028459,-7367.707092,12.727575,11.422716,8.864877,91,99,126
25900,-9624.851366,-7183.896274,-7363.417223,9.819426,9.936204,8.864877,138,110,126
25910,-9456.765703,-7373.616429,-7354.054434,11.015183,10.711976,8.864877,128,107,126
25920,-8460.510508,-7526.490273,-7347.508806,10.377890,10.314370,8.864877,118,115,126
25930,-9885.586900,-7365.543134,-7368.012678,12.082340,10.456418,8.864877,120,109,126
25940,-9725.502362,-7139.920712,-7352.887775,11.624671,10.841979,8.864877,120,103,126
25950,-10853.413445,-7451.170219,-7376.992138,12.146398,10.293895,8.864877,127,110,126
25960,-8560.117230,-7251.017484,-7356.032272,10.666919,10.187912,8.864877,113,110,126
25970,-10615.607928,-7233.906303,-7338.804291,11.048891,10.654815,8.864877,137,104,126
25980,-9463.206849,-7415.365674,-7363.473613,10.766626,10.478151,8.864877,125,109,126
25990,-9344.856751,-7439.039527,-7376.649202,10.369136,9.548965,8.864877,129,118,126
26000,-9120.761056,-7343.928130,-7345.465715,11.200336,10.931400,8.864877,120,102,126
26010,-8925.574089,-7438.649434,-7371.550940,11.141275,10.471268,8.864877,116,110,126
26020,-8146.289368,-7380.720396,-7368.420108,10.929703,10.347917,8.864877,110,107,126
26030,-11016.644058,-7386.453939,-7366.195484,10.982254,10.249610,8.864877,142,112,126
26040,-10270.878264,-7577.145732,-7361.379434,11.227916,9.765956,8.864877,130,117,126
26050,-8682.937752,-7225.488473,-7356.670945,13.003459,11.514786,8.864877,96,96,126
26060,-9542.570108,-7404.590091,-7363.279333,11.316621,10.584090,8.864877,121,110,126
26070,-9698.057211,-7250.717786,-7373.078648,10.883531,10.724254,8.864877,128,105,126
26080,-11128.600891,-7378.457330,-7359.072235,10.326154,11.096888,8.864877,151,100,126
26090,-8914.450998,-7221.272232,-7354.626913,9.866223,11.037086,8.864877,132,103,126
26100,-8659.215638,-7358.547498,-7351.431745,10.954469,10.762818,8.864877,115,104,126
26110,-8508.292342,-7406.236616,-7354.660944,10.609798,10.254685,8.864877,119,111,126
